run_date,hotel_key,check_date,price
2026-08-29,kai_yufuin,2027-01-01,78650
2026-08-29,kai_yufuin,2027-01-02,78650
2026-08-29,kai_yufuin,2027-01-03,78650
2026-08-29,kai_yufuin,2027-01-04,78650
2026-08-29,kai_yufuin,2027-01-05,98450
2026-08-29,kai_yufuin,2027-01-06,98450
2026-08-29,kai_yufuin,2027-01-07,98450
2026-08-29,kai_yufuin,2027-01-08,98450
2026-08-29,kai_yufuin,2027-01-09,91850
2026-08-29,kai_yufuin,2027-01-10,91850
2026-08-29,kai_yufuin,2027-01-11,91850
2026-08-29,kai_yufuin,2027-01-12,91850
2026-08-29,kai_yufuin,2027-01-13,91850
2026-08-29,kai_yufuin,2027-01-14,78650
2026-08-29,kai_yufuin,2027-01-15,78650
2026-08-29,kai_yufuin,2027-01-16,78650
2026-08-29,kai_yufuin,2027-01-17,78650
2026-08-29,kai_yufuin,2027-01-18,78650
2026-08-29,kai_yufuin,2027-01-19,78650
2026-08-29,kai_yufuin,2027-01-20,91850
2026-08-29,kai_yufuin,2027-01-21,78650
2026-08-29,kai_yufuin,2027-01-22,78650
2026-08-29,kai_yufuin,2027-01-23,78650
2026-08-29,kai_yufuin,2027-01-24,78650
2026-08-29,kai_yufuin,2027-01-25,78650
2026-08-29,kai_yufuin,2027-01-26,78650
2026-08-29,kai_yufuin,2027-01-27,91850
2026-08-29,kai_yufuin,2027-01-28,78650
2026-08-29,kai_yufuin,2027-01-29,78650
2026-08-29,kai_yufuin,2027-01-30,91850
2026-08-29,kai_yufuin,2027-01-31,78650
2026-08-29,enowa_yufuin,2026-11-01,375834
2026-08-29,enowa_yufuin,2026-11-02,375834
2026-08-29,enowa_yufuin,2026-11-03,375834
2026-08-29,enowa_yufuin,2026-11-05,380723
2026-08-29,enowa_yufuin,2026-11-07,366056
2026-08-29,enowa_yufuin,2026-11-08,366056
2026-08-29,enowa_yufuin,2026-11-09,361167
2026-08-29,enowa_yufuin,2026-11-10,361167
2026-08-29,enowa_yufuin,2026-11-11,361167
2026-08-29,enowa_yufuin,2026-11-12,375834
2026-08-29,enowa_yufuin,2026-11-13,366056
2026-08-29,enowa_yufuin,2026-11-14,366056
2026-08-29,enowa_yufuin,2026-11-15,370945
2026-08-29,enowa_yufuin,2026-11-16,370945
2026-08-29,enowa_yufuin,2026-11-17,370945
2026-08-29,enowa_yufuin,2026-11-18,370945
2026-08-29,enowa_yufuin,2026-11-19,380723
2026-08-29,enowa_yufuin,2026-11-20,370945
2026-08-29,enowa_yufuin,2026-11-21,370945
2026-08-29,enowa_yufuin,2026-11-22,370945
2026-08-29,enowa_yufuin,2026-11-23,375834
2026-08-29,enowa_yufuin,2027-01-03,400278
2026-08-29,enowa_yufuin,2027-01-04,370945
2026-08-29,enowa_yufuin,2027-01-05,370945
2026-08-29,enowa_yufuin,2027-01-06,370945
2026-08-29,enowa_yufuin,2027-01-07,370945
2026-08-29,enowa_yufuin,2027-01-08,370945
2026-08-29,enowa_yufuin,2027-01-09,375834
2026-08-29,enowa_yufuin,2027-01-10,375834
2026-08-29,enowa_yufuin,2027-01-11,366056
2026-08-29,enowa_yufuin,2027-01-12,361167
2026-08-29,enowa_yufuin,2027-01-13,361167
2026-08-29,enowa_yufuin,2027-01-14,366056
2026-08-29,enowa_yufuin,2027-01-15,366056
2026-08-29,enowa_yufuin,2027-01-16,361167
2026-08-29,enowa_yufuin,2027-01-17,361167
2026-08-29,enowa_yufuin,2027-01-18,361167
2026-08-29,enowa_yufuin,2027-01-19,361167
2026-08-29,enowa_yufuin,2027-01-20,370945
2026-08-29,enowa_yufuin,2027-01-21,370945
2026-08-29,enowa_yufuin,2027-01-22,361167
2026-08-29,enowa_yufuin,2027-01-23,361167
2026-08-29,enowa_yufuin,2027-01-24,361167
2026-08-29,enowa_yufuin,2027-01-25,361167
2026-08-29,enowa_yufuin,2027-01-26,361167
2026-08-29,enowa_yufuin,2027-01-27,370945
2026-08-29,enowa_yufuin,2027-01-28,361167
2026-08-29,enowa_yufuin,2027-01-29,361167
2026-08-29,enowa_yufuin,2027-01-30,370945
2026-08-29,enowa_yufuin,2027-01-31,361167
2026-08-29,enowa_yufuin,2027-02-01,361167
2026-08-29,enowa_yufuin,2027-02-02,361167
2026-08-29,enowa_yufuin,2027-02-03,361167
2026-08-29,enowa_yufuin,2027-02-04,361167
2026-08-29,enowa_yufuin,2027-02-05,361167
2026-08-29,enowa_yufuin,2027-02-06,370945
2026-08-29,enowa_yufuin,2027-02-07,361167
2026-08-29,enowa_yufuin,2027-02-08,361167
2026-08-29,enowa_yufuin,2027-02-09,361167
2026-08-29,enowa_yufuin,2027-02-10,361167
2026-08-29,enowa_yufuin,2027-02-11,361167
2026-08-29,enowa_yufuin,2027-02-12,361167
2026-08-29,enowa_yufuin,2027-02-13,370945
2026-08-29,enowa_yufuin,2027-02-14,361167
2026-08-29,enowa_yufuin,2027-02-15,361167
2026-08-29,enowa_yufuin,2027-02-16,361167
2026-08-29,enowa_yufuin,2027-02-17,361167
2026-08-29,enowa_yufuin,2027-02-18,361167
2026-08-29,enowa_yufuin,2027-02-19,361167
2026-08-29,enowa_yufuin,2027-02-20,370945
2026-08-29,enowa_yufuin,2027-02-21,370945
2026-08-29,enowa_yufuin,2027-02-22,368500
2026-08-29,enowa_yufuin,2027-02-23,368500
2026-08-29,enowa_yufuin,2027-02-24,368500
2026-08-29,enowa_yufuin,2027-02-25,368500
